country,state,city,is_popular,is_nearby
India,Gujarat,Agol,0,0
India,Gujarat,Ahmedabad,1,0
India,Gujarat,Ahwa,0,0
India,Gujarat,Akrund,0,0
India,Gujarat,Amod,0,0
India,Gujarat,Amreli,0,0
India,Gujarat,Amroli,0,0
India,Gujarat,Anand,0,0
India,Gujarat,Anjar,0,0
India,Gujarat,Ankleshwar,0,0
India,Gujarat,Babra,0,0
India,Gujarat,Bagasara,0,0
India,Gujarat,Bagasra,0,0
India,Gujarat,Bakharla,0,0
India,Gujarat,Balagam,0,0
India,Gujarat,Balasinor,0,0
India,Gujarat,Balisana,0,0
India,Gujarat,Bamanbore,0,0
India,Gujarat,Banas Kantha,0,0
India,Gujarat,Bandia,0,0
India,Gujarat,Bantva,0,0
India,Gujarat,Bardoli,0,0
India,Gujarat,Bedi,0,0
India,Gujarat,Bhachau,0,0
India,Gujarat,Bhadran,0,0
India,Gujarat,Bhandu,0,0
India,Gujarat,Bhanvad,0,0
India,Gujarat,Bharuch,0,0
India,Gujarat,Bhatha,0,0
India,Gujarat,Bhavnagar,0,0
India,Gujarat,Bhayavadar,0,0
India,Gujarat,Bhildi,0,0
India,Gujarat,Bhojpur Dharampur,0,0
India,Gujarat,Bhuj,0,0
India,Gujarat,Bilimora,0,0
India,Gujarat,Bilkha,0,0
India,Gujarat,Borsad,0,0
India,Gujarat,Botad,0,0
India,Gujarat,Chaklasi,0,0
India,Gujarat,Chalala,0,0
India,Gujarat,Chaloda,0,0
India,Gujarat,Champaner,0,0
India,Gujarat,Chanasma,0,0
India,Gujarat,Chhala,0,0
India,Gujarat,Chhota Udepur,0,0
India,Gujarat,Chikhli,0,0
India,Gujarat,Chotila,0,0
India,Gujarat,Chuda,0,0
India,Gujarat,Dabhoda,0,0
India,Gujarat,Dabhoi,0,0
India,Gujarat,Dahegam,0,0
India,Gujarat,Dahod,0,0
India,Gujarat,Dakor,0,0
India,Gujarat,Damnagar,0,0
India,Gujarat,Dandi,0,0
India,Gujarat,Dangs (India),0,0
India,Gujarat,Danta,0,0
India,Gujarat,Dayapar,0,0
India,Gujarat,Delvada,0,0
India,Gujarat,Delwada,0,0
India,Gujarat,Detroj,0,0
India,Gujarat,Devbhumi Dwarka,0,0
India,Gujarat,Devgadh Bariya,0,0
India,Gujarat,Dhandhuka,0,0
India,Gujarat,Dhanera,0,0
India,Gujarat,Dhansura,0,0
India,Gujarat,Dharampur,0,0
India,Gujarat,Dharasana,0,0
India,Gujarat,Dhari,0,0
India,Gujarat,Dhasa,0,0
India,Gujarat,Dhola,0,0
India,Gujarat,Dholera,0,0
India,Gujarat,Dholka,0,0
India,Gujarat,Dhoraji,0,0
India,Gujarat,Dhrangadhra,0,0
India,Gujarat,Dhrol,0,0
India,Gujarat,Dhuwaran,0,0
India,Gujarat,Disa,0,0
India,Gujarat,Dohad,0,0
India,Gujarat,Dumkhal,0,0
India,Gujarat,Dungarpur,0,0
India,Gujarat,Dwarka,0,0
India,Gujarat,Gadhada,0,0
India,Gujarat,Gandevi,0,0
India,Gujarat,Gandhidham,0,0
India,Gujarat,Gandhinagar,0,1
India,Gujarat,Gariadhar,0,0
India,Gujarat,Ghodasar,0,0
India,Gujarat,Ghogha,0,0
India,Gujarat,Gir Somnath,0,0
India,Gujarat,Godhra,0,0
India,Gujarat,Gondal,0,0
India,Gujarat,Gorwa,0,0
India,Gujarat,Halenda,0,0
India,Gujarat,Halol,0,0
India,Gujarat,Halvad,0,0
India,Gujarat,Hansot,0,0
India,Gujarat,Harij,0,0
India,Gujarat,Harsol,0,0
India,Gujarat,Hathuran,0,0
India,Gujarat,Himatnagar,0,0
India,Gujarat,Idar,0,0
India,Gujarat,Jakhau,0,0
India,Gujarat,Jalalpore,0,0
India,Gujarat,Jalalpur,0,0
India,Gujarat,Jalia,0,0
India,Gujarat,Jambuda,0,0
India,Gujarat,Jambusar,0,0
India,Gujarat,Jamnagar,0,0
India,Gujarat,Jarod,0,0
India,Gujarat,Jasdan,0,0
India,Gujarat,Jetalpur,0,0
India,Gujarat,Jetalsar,0,0
India,Gujarat,Jetpur,0,0
India,Gujarat,Jetpur (Navagadh),0,0
India,Gujarat,Jhalod,0,0
India,Gujarat,Jhulasan,0,0
India,Gujarat,Jodhpur,0,0
India,Gujarat,Jodhpur (Ahmedabad),0,0
India,Gujarat,Jodia,0,0
India,Gujarat,Jodiya Bandar,0,0
India,Gujarat,Junagadh,0,0
India,Gujarat,Kachchh,0,0
India,Gujarat,Kachholi,0,0
India,Gujarat,Kadi,0,0
India,Gujarat,Kadod,0,0
India,Gujarat,Kalavad,0,0
India,Gujarat,Kalol,0,0
India,Gujarat,Kandla,0,0
India,Gujarat,Kandla port,0,0
India,Gujarat,Kanodar,0,0
India,Gujarat,Kapadvanj,0,0
India,Gujarat,Karamsad,0,0
India,Gujarat,Kariana,0,0
India,Gujarat,Karjan,0,0
India,Gujarat,Kathor,0,0
India,Gujarat,Katpur,0,0
India,Gujarat,Kawant,0,0
India,Gujarat,Kayavarohan,0,0
India,Gujarat,Kerwada,0,0
India,Gujarat,Keshod,0,0
India,Gujarat,Khambhalia,0,0
India,Gujarat,Khambhat,0,0
India,Gujarat,Khavda,0,0
India,Gujarat,Kheda,0,0
